sex,race,c_charge_degree,c_charge_desc,decile_score,score_text,two_year_recid,r_charge_desc,r_charge_degree
Male,Other,F,Grand Theft in the 3rd Degree,1,Low,0,,
Male,Caucasian,F,Burglary Conveyance Unoccup,5,Medium,1,Deliver Cannabis,(F3)
Male,Caucasian,M,Battery,4,Low,1,Crim Use of Personal ID Info,(F3)
Female,African-American,F,arrest case no charge,1,Low,0,,
Male,African-American,F,arrest case no charge,1,Low,0,,
Male,African-American,F,Burglary Unoccupied Dwelling,7,Medium,0,,
Male,African-American,M,Criminal Mischief>$200<$1000,7,Medium,0,,
Male,Other,M,Battery,2,Low,0,,
Female,African-American,M,Susp Drivers Lic 1st Offense,6,Medium,0,,
Female,Other,M,Battery,1,Low,0,,
Male,Caucasian,M,Battery,1,Low,0,,
Male,Hispanic,M,Opert With Susp DL 2nd Offens,8,High,0,,
Male,African-American,M,Poss Of Controlled Substance,7,Medium,1,Possession of Cocaine,(F3)
Male,Other,F,Trespass Property w/Dang Weap,8,High,1,Felony Battery (Dom Strang),(F3)
Male,African-American,F,arrest case no charge,4,Low,1,Driving While License Revoked,(F3)
Male,Native American,F,arrest case no charge,9,High,1,Resist/Obstruct W/O Violence,(M1)
Male,Caucasian,M,Battery,3,Low,0,,
Male,African-American,M,Battery,4,Low,1,Trafficking In Cocaine 200-400,(F1)
Male,Hispanic,M,Disorderly Intoxication,1,Low,0,,
Male,African-American,F,Burglary Conveyance Unoccup,5,Medium,1,Petit Theft $100- $300,(M1)
Male,Caucasian,M,Driving Under The Influence,1,Low,1,Opert With Susp DL 2nd Offens,(M1)
Male,African-American,F,Agg Battery Grt/Bod/Harm,4,Low,0,,
Female,African-American,M,Battery,6,Medium,1,Petit Theft,(M2)
Female,Caucasian,M,Resist/Obstruct W/O Violence,6,Medium,0,,
Male,African-American,F,Robbery Sudd Snatch No Weapon,8,High,0,Operating W/O Valid License,(M2)
Female,Caucasian,F,Aggravated Battery / Pregnant,1,Low,0,,
Male,Hispanic,F,Manufacture Cannabis,1,Low,1,Petit Theft $100- $300,(M1)
Male,Caucasian,M,Resist/Obstruct W/O Violence,4,Low,1,Petit Theft $100- $300,(M1)
Female,Caucasian,M,DUI Property Damage/Injury,1,Low,0,,
Male,Hispanic,M,Operating W/O Valid License,1,Low,0,,
Male,African-American,F,arrest case no charge,2,Low,0,,
Male,African-American,M,Resist/Obstruct W/O Violence,7,Medium,1,Leave Acc/Attend Veh/More $50,(M2)
Male,African-American,F,Felony Battery w/Prior Convict,9,High,1,Susp Drivers Lic 1st Offense,(M2)
Male,Caucasian,F,Felony Petit Theft,9,High,1,Resist/Obstruct W/O Violence,(M1)
Male,Caucasian,F,Felony DUI (level 3),8,High,0,,
Male,African-American,F,Fleeing or Eluding a LEO,6,Medium,0,,
Male,African-American,F,arrest case no charge,1,Low,0,,
Female,Caucasian,F,Grand Theft in the 3rd Degree,1,Low,1,Driving Under The Influence,(M1)
Male,African-American,F,Pos Cannabis W/Intent Sel/Del,10,High,1,Unlaw Use False Name/Identity,(M1)
Male,African-American,F,arrest case no charge,4,Low,0,,
Male,African-American,F,arrest case no charge,2,Low,0,,
Female,Caucasian,M,Grand Theft in the 3rd Degree,5,Medium,0,,
Male,Other,F,Tamper With Witness/Victim/CI,1,Low,0,,
Male,African-American,F,Agg Battery Grt/Bod/Harm,1,Low,0,Expired DL More Than 6 Months,(M2)
Male,Caucasian,M,Disorderly Conduct,1,Low,0,,
Male,Caucasian,F,Depriv LEO of Protect/Communic,1,Low,0,,
Male,Hispanic,F,Burglary Conveyance Unoccup,8,High,1,Grand Theft of the 2nd Degree,(F2)
Male,African-American,M,arrest case no charge,8,High,0,,
Male,Caucasian,M,Petit Theft $100- $300,5,Medium,1,False Ownership Info/Pawn Item,(F3)
Male,African-American,F,Driving While License Revoked,4,Low,1,Driving License Suspended,(M2)
Male,Caucasian,M,Battery,1,Low,0,,
Female,African-American,M,,8,High,1,Petit Theft $100- $300,(M1)
Male,African-American,M,Battery,1,Low,0,,
Male,Hispanic,F,Burglary Conveyance Unoccup,3,Low,0,,
Male,African-American,F,Poss Pyrrolidinovalerophenone,7,Medium,1,Sale/Del Cocaine Child Care Fac,(F1)
Male,African-American,M,Battery,6,Medium,0,,
Male,Other,F,Tampering With Physical Evidence,3,Low,0,,
Male,African-American,M,Operating W/O Valid License,1,Low,1,Susp Drivers Lic 1st Offense,(M2)
Female,African-American,F,arrest case no charge,1,Low,0,,
Male,African-American,F,Felony Battery (Dom Strang),3,Low,0,,
Male,African-American,F,Aggravated Battery / Pregnant,1,Low,0,,
Male,Caucasian,M,Driving Under The Influence,1,Low,0,,
Male,Caucasian,F,Driving While License Revoked,5,Medium,0,,
Male,Caucasian,F,arrest case no charge,5,Medium,1,Aggrav Battery w/Deadly Weapon,(F2)
Male,African-American,F,Del Cannabis For Consideration,7,Medium,1,Operating W/O Valid License,(M2)
Male,Caucasian,F,Grand Theft in the 3rd Degree,5,Medium,0,,
Male,Caucasian,M,Battery,5,Medium,0,,
Female,Hispanic,M,Battery,1,Low,0,,
Male,African-American,M,Driving Under The Influence,1,Low,0,,
Male,African-American,M,Battery,7,Medium,1,Aggrav Battery w/Deadly Weapon,(F2)
Female,Hispanic,M,Battery,4,Low,1,No Court Susp Petit Theft,(M2)
Male,African-American,F,Burglary Structure Unoccup,6,Medium,1,Possession Burglary Tools,(F3)
Male,Caucasian,F,Felony Battery (Dom Strang),4,Low,1,Susp Drivers Lic 1st Offense,(M2)
Male,Caucasian,M,Fighting/Baiting Animals,5,Medium,0,Trespass Other Struct/Convey,(M1)
Male,African-American,F,Possession of Cocaine,8,High,1,Carrying Concealed Firearm,(F3)
Female,Caucasian,M,Battery,5,Medium,0,,
Male,African-American,F,arrest case no charge,8,High,1,Unlaw LicTag/Sticker Attach,(M2)
Male,Caucasian,M,Aggress/Panhandle/Beg/Solict,5,Medium,1,Burglary Unoccupied Dwelling,(F2)
Male,Caucasian,F,arrest case no charge,7,Medium,0,Possession Of Methamphetamine,(F3)
Male,African-American,M,Criminal Mischief>$200<$1000,7,Medium,1,Viol Injunct Domestic Violence,(M1)
Male,African-American,F,Possession of Cocaine,7,Medium,0,,
Female,Hispanic,F,Grand Theft in the 3rd Degree,2,Low,0,,
Female,African-American,M,Battery,2,Low,1,Susp Drivers Lic 1st Offense,(M2)
Male,Caucasian,F,arrest case no charge,7,Medium,0,Possession Of Alprazolam,(F3)
Male,Hispanic,F,Burglary Dwelling Assault/Batt,4,Low,1,Petit Theft,(M2)
Male,Caucasian,F,arrest case no charge,1,Low,1,Possess Cannabis/20 Grams Or Less,(M1)
Male,Other,F,Grand Theft in the 3rd Degree,4,Low,0,,
Male,African-American,F,Aggravated Assault W/Dead Weap,7,Medium,1,Petit Theft $100- $300,(M1)
Male,Caucasian,F,Possession Of Methamphetamine,5,Medium,0,,
Male,African-American,F,Poss Pyrrolidinovalerophenone,9,High,1,Grand Theft (Motor Vehicle),(F3)
Male,Caucasian,M,DUI Level 0.15 Or Minor In Veh,1,Low,1,Driving License Suspended,(M2)
Male,Caucasian,F,Possession of Cocaine,2,Low,0,,
Male,Caucasian,M,Driving Under The Influence,2,Low,0,,
Male,Other,F,Felony Committing Prostitution,1,Low,1,Prostitution/Lewd Act Assignation,(M2)
Male,Caucasian,F,Felony Battery (Dom Strang),1,Low,1,Possession of Cocaine,(F3)
Male,African-American,F,Possession Burglary Tools,8,High,0,,
Male,African-American,F,Pos Cannabis W/Intent Sel/Del,8,High,1,Grand Theft In The 3Rd Degree,(F3)
Male,African-American,F,Aggravated Battery / Pregnant,5,Medium,0,,
Male,African-American,F,Uttering a Forged Instrument,6,Medium,1,Operating W/O Valid License,(M2)
Female,African-American,M,arrest case no charge,3,Low,0,,
Male,African-American,M,Battery,4,Low,1,Battery,(M1)
Male,African-American,F,Possession of Cocaine,6,Medium,0,,
Female,Caucasian,F,Sell/Man/Del Pos/w/int Heroin,2,Low,1,Grand Theft in the 3rd Degree,(F3)
Male,Caucasian,F,arrest case no charge,6,Medium,0,,
Male,African-American,F,Possession of Cocaine,8,High,1,Resist/Obstruct W/O Violence,(M1)
Male,African-American,F,Attempted Robbery  No Weapon,4,Low,1,Resist/Obstruct W/O Violence,(M1)
Male,Caucasian,F,arrest case no charge,7,Medium,1,Susp Drivers Lic 1st Offense,(M2)
Male,Caucasian,F,Possession of Cocaine,7,Medium,1,Trespass After Warning,(M1)
Male,Hispanic,M,DUI Property Damage/Injury,1,Low,0,,
Male,African-American,F,Tampering With Physical Evidence,7,Medium,1,DWLS Habitual Offender 2nd,(M1)
Male,African-American,F,arrest case no charge,6,Medium,0,,
Male,Caucasian,F,Felony Battery (Dom Strang),1,Low,0,,
Male,Caucasian,M,Battery,2,Low,1,Battery,(M1)
Male,African-American,M,Battery,2,Low,0,,
Male,Other,M,Battery,1,Low,0,Possess Cannabis/20 Grams Or Less,(M1)
Male,Caucasian,F,arrest case no charge,9,High,1,Fail Register Vehicle,(M2)
Male,African-American,F,Aggravated Battery,6,Medium,0,,
Male,African-American,F,Burglary Unoccupied Dwelling,9,High,1,Burglary Unoccupied Dwelling,(F2)
Male,Other,M,Battery,5,Medium,0,,
Female,Caucasian,F,Crim Use of Personal ID Info,5,Medium,0,,
Female,Caucasian,F,Possession of Cocaine,5,Medium,0,,
Male,African-American,F,Burglary Dwelling Assault/Batt,4,Low,0,,
Male,Caucasian,F,Aggravated Assault W/Dead Weap,2,Low,0,,
Male,African-American,F,Criminal Mischief,3,Low,1,Battery,(M1)
Male,African-American,M,Driving License Suspended,2,Low,1,Possess Cannabis/20 Grams Or Less,(M1)
Female,African-American,M,Prostitution/Lewd Act Assignation,5,Medium,0,,
Male,Other,F,Possession of Cocaine,9,High,1,Robbery Firearm Wearing Mask,(F1)
Male,Caucasian,F,Burglary Dwelling Assault/Batt,3,Low,0,,
Male,Caucasian,F,Possession of LSD,9,High,1,Poss Of Controlled Substance,(MO3)
Male,Caucasian,F,arrest case no charge,7,Medium,1,Grand Theft in the 3rd Degree,(F3)
Male,Caucasian,F,arrest case no charge,6,Medium,1,Possess Drug Paraphernalia,(M1)
Male,African-American,F,"Poss3,4 Methylenedioxymethcath",10,High,1,Opert With Susp DL 2nd Offens,(M1)
Female,Other,F,Dealing in Stolen Property,3,Low,1,Unlaw LicTag/Sticker Attach,(M2)
Male,Caucasian,F,arrest case no charge,2,Low,1,Resist/Obstruct W/O Violence,(M1)
Male,African-American,M,arrest case no charge,9,High,0,,
Female,Caucasian,F,arrest case no charge,9,High,0,,
Male,African-American,M,Resist/Obstruct W/O Violence,8,High,1,Operating W/O Valid License,(M2)
Male,African-American,F,Grand Theft in the 3rd Degree,9,High,0,,
Male,African-American,F,Purchase/P/W/Int Cannabis,4,Low,0,,
Male,African-American,F,"Poss3,4 Methylenedioxymethcath",3,Low,0,,
Male,Other,F,Child Abuse,1,Low,1,Operating W/O Valid License,(M2)
Male,Caucasian,F,Burglary Conveyance Assault/Bat,1,Low,0,,
Male,Hispanic,M,Battery,1,Low,1,Expired DL More Than 6 Months,(M2)
Male,African-American,F,Possession of Cocaine,7,Medium,0,Deliver Cocaine,(F2)
Male,Caucasian,F,Possession of Cannabis,8,High,0,,
Female,Caucasian,F,Fraudulent Use of Credit Card,8,High,1,Operating W/O Valid License,(M2)
Male,Hispanic,M,Leaving Acc/Unattended Veh,1,Low,1,Driving License Suspended,(M2)
Male,Caucasian,F,Grand Theft in the 3rd Degree,1,Low,1,Driving License Suspended,(M2)
Female,African-American,M,Tresspass Struct/Conveyance,4,Low,1,Trespass After Warning,(M1)
Male,African-American,F,Aggrav Stalking After Injunctn,7,Medium,0,,
Female,Hispanic,M,Posses/Disply Susp/Revk/Frd DL,1,Low,1,Driving License Suspended,(M2)
Female,African-American,F,Crimin Mischief Damage $1000+,7,Medium,1,Theft/To Deprive,(M1)
Female,Caucasian,M,Battery,2,Low,0,,
Male,African-American,F,Driving While License Revoked,2,Low,1,DWLS Suspend Cancel Revoked,(M1)
Male,African-American,M,Opert With Susp DL 2nd Offens,9,High,0,,
Male,Hispanic,F,arrest case no charge,10,High,1,,(F2)
Male,Hispanic,F,Lewd or Lascivious Molestation,1,Low,0,,
Male,Caucasian,F,Fel Drive License Perm Revoke,2,Low,0,,
Male,African-American,F,Possession of Cocaine,9,High,1,Trespass Struct/Conveyance,(M2)
Female,African-American,M,Battery,1,Low,0,,
Male,Caucasian,F,Possession Of Methamphetamine,3,Low,1,Sell/Man/Del/Pos/W/Int Methado,(F2)
Male,Other,F,Pos Cannabis W/Intent Sel/Del,4,Low,1,,(F3)
Male,Other,F,arrest case no charge,4,Low,0,,
Male,African-American,F,Pos Cannabis W/Intent Sel/Del,2,Low,1,Susp Drivers Lic 1st Offense,(M2)
Female,Caucasian,F,arrest case no charge,8,High,0,,
Male,Hispanic,F,arrest case no charge,7,Medium,0,,
Male,Hispanic,M,,2,Low,0,Neglect Child / No Bodily Harm,(F3)
Male,African-American,F,Possession of Cocaine,8,High,1,Felony Petit Theft,(F3)
Male,African-American,M,Battery,2,Low,0,,
Male,African-American,F,Possession of Cocaine,9,High,1,Operating W/O Valid License,(M2)
Male,African-American,F,Grand Theft Firearm,4,Low,1,Operating W/O Valid License,(M2)
Male,Hispanic,F,"Poss3,4 Methylenedioxymethcath",6,Medium,1,Crim Use of Personal ID Info,(F3)
Male,Caucasian,F,Poss Cocaine/Intent To Del/Sel,1,Low,0,,
Male,African-American,F,Felony Battery (Dom Strang),4,Low,0,,
Male,Caucasian,M,Burglary Unoccupied Dwelling,4,Low,0,,
Male,Caucasian,M,Battery,1,Low,0,,
Male,African-American,M,Resist/Obstruct W/O Violence,7,Medium,0,,
Male,Caucasian,M,Driving Under The Influence,1,Low,0,,
Male,Caucasian,F,Possession of Cocaine,7,Medium,1,,(F3)
Male,Caucasian,F,Aggravated Battery / Pregnant,1,Low,0,,
Male,African-American,M,Battery,8,High,1,Tresspass in Struct/Convey Occupy,(M1)
Male,Caucasian,F,arrest case no charge,1,Low,1,Driving License Suspended,(M2)
Male,Caucasian,F,arrest case no charge,2,Low,0,,
Male,African-American,M,Battery,8,High,0,,
Female,Caucasian,M,Battery,5,Medium,0,,
Male,Caucasian,F,Possession of Cocaine,4,Low,0,,
Male,Caucasian,F,False Imprisonment,4,Low,1,Possess Drug Paraphernalia,(M1)
Female,African-American,F,Possession of Cocaine,5,Medium,0,,
Female,African-American,F,Aggravated Assault W/dead Weap,2,Low,0,,
Male,Caucasian,F,Felony/Driving Under Influence,1,Low,0,Battery,(M1)
Female,African-American,F,Poss Contr Subst W/o Prescript,1,Low,0,,
Male,African-American,F,Grand Theft in the 3rd Degree,4,Low,1,Possess Cannabis/20 Grams Or Less,(M1)
Male,African-American,F,Grand Theft in the 3rd Degree,5,Medium,1,Driving License Suspended,(M2)
Male,Caucasian,F,arrest case no charge,1,Low,0,,
Male,Caucasian,F,Possession Of Alprazolam,1,Low,0,,
Male,Caucasian,F,Poss Wep Conv Felon,3,Low,0,,
Male,African-American,F,Pos Cannabis W/Intent Sel/Del,3,Low,1,Possess Cannabis/20 Grams Or Less,(M1)
Male,African-American,M,Disorderly Conduct,3,Low,0,,
Female,Caucasian,M,Battery,1,Low,0,,
Male,African-American,F,Grand Theft in the 3rd Degree,6,Medium,1,Driving License Suspended,(M2)
Male,African-American,F,Burglary Unoccupied Dwelling,7,Medium,0,,
Male,Other,M,Battery,1,Low,0,,
Male,Caucasian,F,Resist Officer w/Violence,7,Medium,0,,
Male,African-American,F,Driving While License Revoked,2,Low,0,,
Male,Caucasian,F,Tamper With Witness/Victim/CI,6,Medium,1,Burglary Dwelling Assault/Batt,(F7)
Male,Caucasian,F,arrest case no charge,9,High,1,DWLS Canceled Disqul 1st Off,(M2)
Male,African-American,F,Uttering a Forged Instrument,2,Low,0,,
Male,Caucasian,M,Battery,1,Low,0,,
Male,Caucasian,F,Grand Theft in the 3rd Degree,9,High,1,Resist/Obstruct W/O Violence,(M1)
Female,Caucasian,F,arrest case no charge,2,Low,0,,
Male,African-American,F,Aggravated Battery / Pregnant,7,Medium,1,Battery,(M1)
Male,African-American,F,False Imprisonment,8,High,0,,
Male,Hispanic,F,Grand Theft in the 1st Degree,1,Low,0,,
Female,African-American,F,Possession of Cocaine,5,Medium,0,,
Female,Caucasian,M,Driving License Suspended,2,Low,0,,
Male,Caucasian,F,False Ownership Info/Pawn Item,2,Low,1,Driving License Suspended,(M2)
Female,African-American,M,Battery,2,Low,0,,
Male,African-American,M,Driving License Suspended,6,Medium,0,,
Male,Caucasian,M,Criminal Mischief>$200<$1000,1,Low,0,,
Female,Caucasian,F,Aggrav Battery w/Deadly Weapon,1,Low,0,,
Male,Caucasian,F,Poss Similitude of Drivers Lic,4,Low,1,Lve/Scen/Acc/Veh/Prop/Damage,(M2)
Male,African-American,F,Burglary Dwelling Occupied,2,Low,0,,
Male,Caucasian,M,Driving Under The Influence,1,Low,0,,
Female,African-American,M,Battery,3,Low,0,,
Female,Caucasian,M,Viol Injunct Domestic Violence,7,Medium,0,,
Female,Caucasian,M,Battery,4,Low,0,,
Female,African-American,F,Grand Theft in the 3rd Degree,7,Medium,0,,
Male,Caucasian,F,Possession of Hydromorphone,1,Low,1,Unlaw LicTag/Sticker Attach,(M2)
Male,Caucasian,F,Grand Theft in the 3rd Degree,1,Low,0,,
Male,African-American,F,Aggravated Assault W/Dead Weap,2,Low,0,,
Male,African-American,F,Possession of Cocaine,7,Medium,1,Uttering a Forged Instrument,(F3)
Female,Caucasian,F,Resist Officer w/Violence,4,Low,0,,
Male,African-American,F,Felony Petit Theft,9,High,0,,
Male,African-American,F,Driving While License Revoked,6,Medium,1,Possession of Ethylone,(F3)
Male,Hispanic,F,Possession of Hydromorphone,2,Low,0,,
Female,African-American,F,Grand Theft (Motor Vehicle),9,High,1,Petit Theft,(M2)
Male,African-American,M,Battery,8,High,0,,
Male,Hispanic,M,Driving Under The Influence,4,Low,0,,
Male,Other,F,Possession Of Alprazolam,1,Low,1,Battery,(M1)
Male,Caucasian,F,arrest case no charge,5,Medium,1,Possession Of Alprazolam,(F3)
Male,African-American,M,Driving License Suspended,9,High,0,,
Male,African-American,M,Assault,5,Medium,1,Operating W/O Valid License,(M2)
Male,African-American,F,Possession of Cocaine,9,High,1,Possession of Cocaine,(F3)
Female,Caucasian,F,Possession of Cocaine,3,Low,1,Driving License Suspended,(M2)
Male,Other,F,Neglect Child / No Bodily Harm,1,Low,0,,
Male,Caucasian,F,Possession of Cocaine,1,Low,0,,
Female,Hispanic,F,arrest case no charge,5,Medium,0,,
Male,African-American,F,arrest case no charge,6,Medium,1,Petit Theft,(M2)
Male,African-American,M,arrest case no charge,6,Medium,1,Possess Cannabis/20 Grams Or Less,(M1)
Male,African-American,M,Battery,1,Low,0,,
Male,African-American,F,"Poss3,4 Methylenedioxymethcath",10,High,1,Resist/Obstruct W/O Violence,(M1)
Male,Caucasian,M,Assault,9,High,1,Battery,(M1)
Female,Caucasian,F,Possession of Cocaine,6,Medium,1,Resist/Obstruct W/O Violence,(M1)
Male,Hispanic,F,Possession of Cocaine,9,High,1,Tampering With Physical Evidence,(F3)
Male,Caucasian,M,Battery,5,Medium,1,Disorderly Intoxication,(M2)
Male,African-American,F,Pos Cannabis W/Intent Sel/Del,9,High,1,Prowling/Loitering,(M2)
Female,Hispanic,F,Grand Theft in the 3rd Degree,1,Low,0,,
Male,African-American,F,Purchase Cannabis,7,Medium,0,,
Male,African-American,M,Battery,6,Medium,1,Trespass Structure/Conveyance,(M2)
Male,African-American,F,Possession of Cocaine,2,Low,1,Possession of Cocaine,(F3)
Male,African-American,F,Driving While License Revoked,4,Low,0,,
Male,Caucasian,F,Burglary Dwelling Occupied,5,Medium,0,,
Female,African-American,M,Battery,1,Low,1,Criminal Mischief,(M2)
Male,Caucasian,F,Grand Theft in the 3rd Degree,2,Low,1,Unlaw LicTag/Sticker Attach,(M2)
Male,Hispanic,F,arrest case no charge,10,High,1,Operating W/O Valid License,(M2)
Male,African-American,M,Susp Drivers Lic 1st Offense,9,High,0,,
Male,African-American,F,Possession of Cocaine,4,Low,1,Misuse Of 911 Or E911 System,(M1)
Female,African-American,M,Leaving Acc/Unattended Veh,6,Medium,0,,
Male,Caucasian,F,arrest case no charge,6,Medium,0,,
Male,Caucasian,F,Driving While License Revoked,5,Medium,0,,
Male,African-American,F,Possession of Cocaine,6,Medium,0,,
Male,Caucasian,F,Grand Theft (Motor Vehicle),10,High,0,,
Male,Caucasian,F,Stalking (Aggravated),3,Low,1,Aggrav Stalking After Injunctn,(F3)
Male,Caucasian,M,DUI - Enhanced,4,Low,0,,
Male,African-American,M,Battery,4,Low,0,,
Male,African-American,F,False Imprisonment,7,Medium,1,Resist/Obstruct W/O Violence,(M1)
Male,Caucasian,M,Susp Drivers Lic 1st Offense,1,Low,0,,
Male,African-American,F,Possession of Cannabis,8,High,1,Driving While License Revoked,(F3)
Male,African-American,M,Battery,8,High,0,,
Male,Native American,F,Possession of Cocaine,10,High,1,Operating W/O Valid License,(M2)
Female,Other,M,Battery,1,Low,0,,
